"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Madre","Provincia di nascita","NO","evento.madre","idProvinciaNascita","","evento.flagOmogenitoriale,=,true"
"Madre","Provincia di nascita - Descrizione","NO","evento.madre","siglaProvinciaNascita","","evento.flagOmogenitoriale,=,true"
"Madre","Comune di nascita","NO","evento.madre","idComuneNascita","","evento.flagOmogenitoriale,=,true"
"Madre","Comune di nascita - Descrizione","NO","evento.madre","nomeComuneNascita","","evento.flagOmogenitoriale,=,true"
"Madre","Località estera","NO","evento.madre","localitaEsteraNascita","","evento.flagOmogenitoriale,=,true"
"Madre","Nazionalità","SI","evento.madre","idNazionalita","","evento.flagOmogenitoriale,=,true"
"Madre","Nazionalità - Descrizione","SI","evento.madre","nazionalita","","evento.flagOmogenitoriale,=,true"
"Madre","Comprensione","NO","evento.madre","tipoImpedimento","","evento.flagOmogenitoriale,=,true"
"Madre","Residenza non nota","NO","evento.madre","flagIrreperibile","","evento.flagOmogenitoriale,=,true"
"Madre","Stato di residenza","NO","evento.madre","idStatoResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Stato di residenza - Descrizione","NO","evento.madre","nomeStatoResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Provincia di residenza","NO","evento.madre","idProvinciaResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Provincia di residenza - Descrizione","NO","evento.madre","siglaProvinciaResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Comune di residenza","NO","evento.madre","idComuneResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Comune di residenza - Descrizione","NO","evento.madre","nomeComuneResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","Indirizzo di residenza","NO","evento.madre","indirizzoResidenza","","evento.flagOmogenitoriale,=,true"
"Madre","flag dichiarante","SI","evento.madre","flagDichiarante","","evento.flagOmogenitoriale,=,true"
"Madre","flag comparente","SI","evento.madre","flagComparente","","evento.flagOmogenitoriale,=,true"
"Madre","flag firmatario","SI","evento.madre","flagFirmatario","","evento.flagOmogenitoriale,=,true"
"Madre","Provincia AIRE","NO","evento.madre","idProvinciaAIRE","","evento.flagOmogenitoriale,=,true"
"Madre","Provincia AIRE - Descrizione","NO","evento.madre","siglaProvinciaAIRE","","evento.flagOmogenitoriale,=,true"
"Madre","Comune AIRE","NO","evento.madre","idComuneAIRE","","evento.flagOmogenitoriale,=,true"
"Madre","Comune AIRE - Descrizione","NO","evento.madre","nomeComuneAIRE","","evento.flagOmogenitoriale,=,true"
"Madre","Trasmissione residenza estera","NO","evento.madre","flagTrasmissioneResidenzaEstera","","evento.flagOmogenitoriale,=,true"
"Genitore","Cognome","NO","evento.padre","cognome","","evento.flagOmogenitoriale,=,false"
"Genitore","Nome","SI","evento.padre","nome","","evento.flagOmogenitoriale,=,false"
"Genitore","Identificativo unico nazionale","NO","evento.padre","idANPR","","evento.flagOmogenitoriale,=,false"
"Genitore","Sesso","SI","evento.padre","sesso","","evento.flagOmogenitoriale,=,false"
"Genitore","Formato Data Nascita","NO","evento.padre","idFormatodata","","evento.flagOmogenitoriale,=,false"
"Genitore","Formato Data Nascita - Descrizione","NO","evento.padre","formatodata","","evento.flagOmogenitoriale,=,false"
"Genitore","Data nascita","SI","evento.padre","dataNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Stato di nascita","SI","evento.padre","idStatoNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Stato di nascita - Descrizione","SI","evento.padre","nomeStatoNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia di nascita","NO","evento.padre","idProvinciaNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia di nascita - Descrizione","NO","evento.padre","siglaProvinciaNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune di nascita","NO","evento.padre","idComuneNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune di nascita - Descrizione","NO","evento.padre","nomeComuneNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Località estera","NO","evento.padre","localitaEsteraNascita","","evento.flagOmogenitoriale,=,false"
"Genitore","Nazionalità","SI","evento.padre","idNazionalita","","evento.flagOmogenitoriale,=,false"
"Genitore","Nazionalità - Descrizione","SI","evento.padre","nazionalita","","evento.flagOmogenitoriale,=,false"
"Genitore","Comprensione","NO","evento.padre","tipoImpedimento","","evento.flagOmogenitoriale,=,false"
"Genitore","Residenza non nota","NO","evento.padre","flagIrreperibile","","evento.flagOmogenitoriale,=,false"
"Genitore","Stato di residenza","NO","evento.padre","idStatoResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Stato di residenza - Descrizione","NO","evento.padre","nomeStatoResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia di residenza","NO","evento.padre","idProvinciaResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia di residenza - Descrizione","NO","evento.padre","siglaProvinciaResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune di residenza","NO","evento.padre","idComuneResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune di residenza - Descrizione","NO","evento.padre","nomeComuneResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","Indirizzo di residenza","NO","evento.padre","indirizzoResidenza","","evento.flagOmogenitoriale,=,false"
"Genitore","flag dichiarante","SI","evento.padre","flagDichiarante","","evento.flagOmogenitoriale,=,false"
"Genitore","flag comparente","SI","evento.padre","flagComparente","","evento.flagOmogenitoriale,=,false"
"Genitore","flag firmatario","SI","evento.padre","flagFirmatario","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia AIRE","NO","evento.padre","idProvinciaAIRE","","evento.flagOmogenitoriale,=,false"
"Genitore","Provincia AIRE - Descrizione","NO","evento.padre","siglaProvinciaAIRE","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune AIRE","NO","evento.padre","idComuneAIRE","","evento.flagOmogenitoriale,=,false"
"Genitore","Comune AIRE - Descrizione","NO","evento.padre","nomeComuneAIRE","","evento.flagOmogenitoriale,=,false"
"Genitore","Trasmissione residenza estera","NO","evento.padre","flagTrasmissioneResidenzaEstera","","evento.flagOmogenitoriale,=,false"
"Padre","Cognome","NO","evento.padre","cognome","","evento.flagOmogenitoriale,=,true"
"Padre","Nome","SI","evento.padre","nome","","evento.flagOmogenitoriale,=,true"
"Padre","Identificativo unico nazionale","NO","evento.padre","idANPR","","evento.flagOmogenitoriale,=,true"
"Padre","Sesso","SI","evento.padre","sesso","","evento.flagOmogenitoriale,=,true"
"Padre","Formato Data Nascita","NO","evento.padre","idFormatodata","","evento.flagOmogenitoriale,=,true"
"Padre","Formato Data Nascita - Descrizione","NO","evento.padre","formatodata","","evento.flagOmogenitoriale,=,true"
"Padre","Data nascita","SI","evento.padre","dataNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Stato di nascita","SI","evento.padre","idStatoNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Stato di nascita - Descrizione","SI","evento.padre","nomeStatoNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia di nascita","NO","evento.padre","idProvinciaNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia di nascita - Descrizione","NO","evento.padre","siglaProvinciaNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Comune di nascita","NO","evento.padre","idComuneNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Comune di nascita - Descrizione","NO","evento.padre","nomeComuneNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Località estera","NO","evento.padre","localitaEsteraNascita","","evento.flagOmogenitoriale,=,true"
"Padre","Nazionalità","SI","evento.padre","idNazionalita","","evento.flagOmogenitoriale,=,true"
"Padre","Nazionalità - Descrizione","SI","evento.padre","nazionalita","","evento.flagOmogenitoriale,=,true"
"Padre","Comprensione","NO","evento.padre","tipoImpedimento","","evento.flagOmogenitoriale,=,true"
"Padre","Residenza non nota","NO","evento.padre","flagIrreperibile","","evento.flagOmogenitoriale,=,true"
"Padre","Stato di residenza","NO","evento.padre","idStatoResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Stato di residenza - Descrizione","NO","evento.padre","nomeStatoResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia di residenza","NO","evento.padre","idProvinciaResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia di residenza - Descrizione","NO","evento.padre","siglaProvinciaResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Comune di residenza","NO","evento.padre","idComuneResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Comune di residenza - Descrizione","NO","evento.padre","nomeComuneResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","Indirizzo di residenza","NO","evento.padre","indirizzoResidenza","","evento.flagOmogenitoriale,=,true"
"Padre","flag dichiarante","SI","evento.padre","flagDichiarante","","evento.flagOmogenitoriale,=,true"
"Padre","flag comparente","SI","evento.padre","flagComparente","","evento.flagOmogenitoriale,=,true"
"Padre","flag firmatario","SI","evento.padre","flagFirmatario","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia AIRE","NO","evento.padre","idProvinciaAIRE","","evento.flagOmogenitoriale,=,true"
"Padre","Provincia AIRE - Descrizione","NO","evento.padre","siglaProvinciaAIRE","","evento.flagOmogenitoriale,=,true"
"Padre","Comune AIRE","NO","evento.padre","idComuneAIRE","","evento.flagOmogenitoriale,=,true"
"Padre","Comune AIRE - Descrizione","NO","evento.padre","nomeComuneAIRE","","evento.flagOmogenitoriale,=,true"
"Padre","Trasmissione residenza estera","NO","evento.padre","flagTrasmissioneResidenzaEstera","","evento.flagOmogenitoriale,=,true"
"Atto da trascrivere","Data formazione documento","SI","evento.trascrizioneNascita.atto.enteEstero","dataTrascrizione","","obbligatoria"
"Atto da trascrivere","Estremi documento","SI","evento.trascrizioneNascita.atto.enteEstero","estremiDocumento","","obbligatoria"
"Atto da trascrivere","Nome ente","SI","evento.trascrizioneNascita.atto.enteEstero","nomeEnte","","obbligatoria"
"Atto da trascrivere","Stato ente","SI","evento.trascrizioneNascita.atto.enteEstero","nazioneEnte","","obbligatoria"
"Atto da trascrivere","Stato ente - Descrizione","SI","evento.trascrizioneNascita.atto.enteEstero","nomeNazioneEnte","","obbligatoria"
"Atto da trascrivere","Provincia ente","NO","evento.trascrizioneNascita.atto.enteEstero","idProvinciaEnte","","obbligatoria"
"Atto da trascrivere","Provincia ente - Descrizione","NO","evento.trascrizioneNascita.atto.enteEstero","siglaProvinciaEnte","","obbligatoria"
"Atto da trascrivere","Comune ente","NO","evento.trascrizioneNascita.atto.enteEstero","idComuneEnte","","obbligatoria"
"Atto da trascrivere","Comune ente - Descrizione","NO","evento.trascrizioneNascita.atto.enteEstero","nomeComuneEnte","","obbligatoria"
"Atto da trascrivere","Località estera","NO","evento.trascrizioneNascita.atto.enteEstero","comuneEstero","","obbligatoria"
"Atto Nascita Figlio","Id atto","NO","evento.datiEventoRiconoscimento.attoNascita","idAnsc","","obbligatoria"
"Atto Nascita Figlio","Provincia registrazione","SI","evento.datiEventoRiconoscimento.attoNascita","idProvinciaRegistrazione","","obbligatoria"
"Atto Nascita Figlio","Provincia registrazione - Descrizione","SI","evento.datiEventoRiconoscimento.attoNascita","siglaProvinciaRegistrazione","","obbligatoria"
"Atto Nascita Figlio","Comune registrazione","SI","evento.datiEventoRiconoscimento.attoNascita","idComuneRegistrazione","","obbligatoria"
"Atto Nascita Figlio","Comune registrazione - Descrizione","SI","evento.datiEventoRiconoscimento.attoNascita","nomeComuneRegistrazione","","obbligatoria"
"Atto Nascita Figlio","Tipo evento","SI","evento.datiEventoRiconoscimento.attoNascita","idtipocontenuto","","obbligatoria"
"Atto Nascita Figlio","Numero Comunale","SI","evento.datiEventoRiconoscimento.attoNascita","numeroatto","","obbligatoria"
"Atto Nascita Figlio","Anno atto","SI","evento.datiEventoRiconoscimento.attoNascita","annoAtto","","obbligatoria"
"Atto Nascita Figlio","Data atto","SI","evento.datiEventoRiconoscimento.attoNascita","dataformazione","","obbligatoria"
"Atto Nascita Figlio","Parte","NO","evento.datiEventoRiconoscimento.attoNascita","parte","","obbligatoria"
"Atto Nascita Figlio","Serie","NO","evento.datiEventoRiconoscimento.attoNascita","serie","","obbligatoria"
"Atto Nascita Figlio","Volume","NO","evento.datiEventoRiconoscimento.attoNascita","volume","","obbligatoria"
"Atto Nascita Figlio","Tipo registro","SI","evento.datiEventoRiconoscimento.attoNascita","tipologia","","obbligatoria"
"Dati generali","Tipo richiesta","NO","evento.trascrizioneNascita","tipoDichiarazione","","obbligatoria"
"Dati generali","Data richiesta trascrizione","SI","evento.trascrizioneNascita","dataComunicazione","","obbligatoria"
"Dati generali","Riassunto","SI","evento.trascrizioneNascita","testoLibero","","obbligatoria"
"Dettagli evento","Adozione omogenitoriale","NO","evento","flagOmogenitoriale","","obbligatoria"
