"Luogo Celebrazione","Dichiarante","SI","evento.datiEventoMatrimonio","dichiaranteMatrimonioReligioso","","obbligatoria"
"Luogo Celebrazione","Descrizione Rito","SI","evento.datiEventoMatrimonio","descrizioneRitoReligioso","","obbligatoria"
"Luogo Celebrazione","Rito riconosciuto","SI","evento.datiEventoMatrimonio","ritoRiconosciuto","","obbligatoria"
"Officiante","Ufficiale di stato civile delegato a celebrare il matrimonio","SI","evento.datiEventoMatrimonio","officiante","","obbligatoria"
"Officiante","Cognome","SI","evento.datiEventoMatrimonio.officianteEvento","cognome","","obbligatoria"
"Officiante","Nome","SI","evento.datiEventoMatrimonio.officianteEvento","nome","","obbligatoria"
"Officiante","Identificativo unico nazionale","NO","evento.datiEventoMatrimonio.officianteEvento","idANPR","","obbligatoria"
"Officiante","Sesso","NO","evento.datiEventoMatrimonio.officianteEvento","sesso","","obbligatoria"
"Officiante","Formato Data Nascita","NO","evento.datiEventoMatrimonio.officianteEvento","idFormatodata","","obbligatoria"
"Officiante","Formato Data Nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","formatodata","","obbligatoria"
"Officiante","Data nascita","NO","evento.datiEventoMatrimonio.officianteEvento","dataNascita","","obbligatoria"
"Officiante","Stato di nascita","NO","evento.datiEventoMatrimonio.officianteEvento","idStatoNascita","","obbligatoria"
"Officiante","Stato di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","nomeStatoNascita","","obbligatoria"
"Officiante","Provincia di nascita","NO","evento.datiEventoMatrimonio.officianteEvento","idProvinciaNascita","","obbligatoria"
"Officiante","Provincia di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","siglaProvinciaNascita","","obbligatoria"
"Officiante","Comune di nascita","NO","evento.datiEventoMatrimonio.officianteEvento","idComuneNascita","","obbligatoria"
"Officiante","Comune di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","nomeComuneNascita","","obbligatoria"
"Officiante","Località estera","NO","evento.datiEventoMatrimonio.officianteEvento","localitaEsteraNascita","","obbligatoria"
"Officiante","Nazionalità","NO","evento.datiEventoMatrimonio.officianteEvento","idNazionalita","","obbligatoria"
"Officiante","Nazionalità - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","nazionalita","","obbligatoria"
"Officiante","Comprensione","NO","evento.datiEventoMatrimonio.officianteEvento","tipoImpedimento","","obbligatoria"
"Officiante","Residenza non nota","NO","evento.datiEventoMatrimonio.officianteEvento","flagIrreperibile","","obbligatoria"
"Officiante","Stato di residenza","NO","evento.datiEventoMatrimonio.officianteEvento","idStatoResidenza","","obbligatoria"
"Officiante","Stato di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","nomeStatoResidenza","","obbligatoria"
"Officiante","Provincia di residenza","NO","evento.datiEventoMatrimonio.officianteEvento","idProvinciaResidenza","","obbligatoria"
"Officiante","Provincia di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","siglaProvinciaResidenza","","obbligatoria"
"Officiante","Comune di residenza","NO","evento.datiEventoMatrimonio.officianteEvento","idComuneResidenza","","obbligatoria"
"Officiante","Comune di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteEvento","nomeComuneResidenza","","obbligatoria"
"Officiante","Indirizzo di residenza","NO","evento.datiEventoMatrimonio.officianteEvento","indirizzoResidenza","","obbligatoria"
"Officiante","flag dichiarante","SI","evento.datiEventoMatrimonio.officianteEvento","flagDichiarante","","obbligatoria"
"Officiante","flag comparente","SI","evento.datiEventoMatrimonio.officianteEvento","flagComparente","","obbligatoria"
"Officiante","flag firmatario","SI","evento.datiEventoMatrimonio.officianteEvento","flagFirmatario","","obbligatoria"
"Officiante Trasmissione Atto","Ufficiale di stato civile che trasmette l'atto di matrimonio","SI","evento.datiEventoMatrimonio","tipoOfficianteTrasmissioneAtto","","opzionale"
"Officiante Trasmissione Atto","Cognome","SI","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","cognome","","opzionale"
"Officiante Trasmissione Atto","Nome","SI","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nome","","opzionale"
"Officiante Trasmissione Atto","Identificativo unico nazionale","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idANPR","","opzionale"
"Officiante Trasmissione Atto","Sesso","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","sesso","","opzionale"
"Officiante Trasmissione Atto","Formato Data Nascita","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idFormatodata","","opzionale"
"Officiante Trasmissione Atto","Formato Data Nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","formatodata","","opzionale"
"Officiante Trasmissione Atto","Data nascita","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","dataNascita","","opzionale"
"Officiante Trasmissione Atto","Stato di nascita","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idStatoNascita","","opzionale"
"Officiante Trasmissione Atto","Stato di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nomeStatoNascita","","opzionale"
"Officiante Trasmissione Atto","Provincia di nascita","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idProvinciaNascita","","opzionale"
"Officiante Trasmissione Atto","Provincia di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","siglaProvinciaNascita","","opzionale"
"Officiante Trasmissione Atto","Comune di nascita","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idComuneNascita","","opzionale"
"Officiante Trasmissione Atto","Comune di nascita - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nomeComuneNascita","","opzionale"
"Officiante Trasmissione Atto","Località estera","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","localitaEsteraNascita","","opzionale"
"Officiante Trasmissione Atto","Nazionalità","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idNazionalita","","opzionale"
"Officiante Trasmissione Atto","Nazionalità - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nazionalita","","opzionale"
"Officiante Trasmissione Atto","Comprensione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","tipoImpedimento","","opzionale"
"Officiante Trasmissione Atto","Residenza non nota","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","flagIrreperibile","","opzionale"
"Officiante Trasmissione Atto","Stato di residenza","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idStatoResidenza","","opzionale"
"Officiante Trasmissione Atto","Stato di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nomeStatoResidenza","","opzionale"
"Officiante Trasmissione Atto","Provincia di residenza","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idProvinciaResidenza","","opzionale"
"Officiante Trasmissione Atto","Provincia di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","siglaProvinciaResidenza","","opzionale"
"Officiante Trasmissione Atto","Comune di residenza","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","idComuneResidenza","","opzionale"
"Officiante Trasmissione Atto","Comune di residenza - Descrizione","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","nomeComuneResidenza","","opzionale"
"Officiante Trasmissione Atto","Indirizzo di residenza","NO","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","indirizzoResidenza","","opzionale"
"Officiante Trasmissione Atto","flag dichiarante","SI","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","flagDichiarante","","opzionale"
"Officiante Trasmissione Atto","flag comparente","SI","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","flagComparente","","opzionale"
"Officiante Trasmissione Atto","flag firmatario","SI","evento.datiEventoMatrimonio.officianteTrasmissioneAtto","flagFirmatario","","opzionale"
"Generalità Sposo","Cognome","NO","evento.intestatari[0]","cognome","66,67,68,71,63,64,65","obbligatoria"
"Generalità Sposo","Nome","SI","evento.intestatari[0]","nome","","obbligatoria"
"Generalità Sposo","Identificativo unico nazionale","NO","evento.intestatari[0]","idANPR","","obbligatoria"
"Generalità Sposo","Sesso","SI","evento.intestatari[0]","sesso","","obbligatoria"
"Generalità Sposo","Formato Data Nascita","NO","evento.intestatari[0]","idFormatodata","","obbligatoria"
"Generalità Sposo","Formato Data Nascita - Descrizione","NO","evento.intestatari[0]","formatodata","","obbligatoria"
"Generalità Sposo","Data nascita","SI","evento.intestatari[0]","dataNascita","","obbligatoria"
"Generalità Sposo","Stato di nascita","SI","evento.intestatari[0]","idStatoNascita","","obbligatoria"
"Generalità Sposo","Stato di nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita","","obbligatoria"
"Generalità Sposo","Provincia di nascita","NO","evento.intestatari[0]","idProvinciaNascita","","obbligatoria"
"Generalità Sposo","Provincia di nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita","","obbligatoria"
"Generalità Sposo","Comune di nascita","NO","evento.intestatari[0]","idComuneNascita","","obbligatoria"
"Generalità Sposo","Comune di nascita - Descrizione","NO","evento.intestatari[0]","nomeComuneNascita","","obbligatoria"
"Generalità Sposo","Località estera","NO","evento.intestatari[0]","localitaEsteraNascita","","obbligatoria"
"Generalità Sposo","Nazionalità","SI","evento.intestatari[0]","idNazionalita","","obbligatoria"
"Generalità Sposo","Nazionalità - Descrizione","SI","evento.intestatari[0]","nazionalita","","obbligatoria"
"Generalità Sposo","Comprensione","NO","evento.intestatari[0]","tipoImpedimento","","obbligatoria"
"Generalità Sposo","Residenza non nota","NO","evento.intestatari[0]","flagIrreperibile","","obbligatoria"
"Generalità Sposo","Stato di residenza","NO","evento.intestatari[0]","idStatoResidenza","","obbligatoria"
"Generalità Sposo","Stato di residenza - Descrizione","NO","evento.intestatari[0]","nomeStatoResidenza","","obbligatoria"
"Generalità Sposo","Provincia di residenza","NO","evento.intestatari[0]","idProvinciaResidenza","","obbligatoria"
"Generalità Sposo","Provincia di residenza - Descrizione","NO","evento.intestatari[0]","siglaProvinciaResidenza","","obbligatoria"
"Generalità Sposo","Comune di residenza","NO","evento.intestatari[0]","idComuneResidenza","","obbligatoria"
"Generalità Sposo","Comune di residenza - Descrizione","NO","evento.intestatari[0]","nomeComuneResidenza","","obbligatoria"
"Generalità Sposo","Indirizzo di residenza","NO","evento.intestatari[0]","indirizzoResidenza","","obbligatoria"
"Generalità Sposo","flag dichiarante","SI","evento.intestatari[0]","flagDichiarante","","obbligatoria"
"Generalità Sposo","flag comparente","SI","evento.intestatari[0]","flagComparente","","obbligatoria"
"Generalità Sposo","flag firmatario","SI","evento.intestatari[0]","flagFirmatario","","obbligatoria"
"Generalità Sposo","Provincia AIRE","NO","evento.intestatari[0]","idProvinciaAIRE","","obbligatoria"
"Generalità Sposo","Provincia AIRE - Descrizione","NO","evento.intestatari[0]","siglaProvinciaAIRE","","obbligatoria"
"Generalità Sposo","Comune AIRE","NO","evento.intestatari[0]","idComuneAIRE","","obbligatoria"
"Generalità Sposo","Comune AIRE - Descrizione","NO","evento.intestatari[0]","nomeComuneAIRE","","obbligatoria"
"Generalità Sposa","Cognome","NO","evento.intestatari[1]","cognome","66,67,68,71,63,64,65","obbligatoria"
"Generalità Sposa","Nome","SI","evento.intestatari[1]","nome","","obbligatoria"
"Generalità Sposa","Identificativo unico nazionale","NO","evento.intestatari[1]","idANPR","","obbligatoria"
"Generalità Sposa","Sesso","SI","evento.intestatari[1]","sesso","","obbligatoria"
"Generalità Sposa","Formato Data Nascita","NO","evento.intestatari[1]","idFormatodata","","obbligatoria"
"Generalità Sposa","Formato Data Nascita - Descrizione","NO","evento.intestatari[1]","formatodata","","obbligatoria"
"Generalità Sposa","Data nascita","SI","evento.intestatari[1]","dataNascita","","obbligatoria"
"Generalità Sposa","Stato di nascita","SI","evento.intestatari[1]","idStatoNascita","","obbligatoria"
"Generalità Sposa","Stato di nascita - Descrizione","SI","evento.intestatari[1]","nomeStatoNascita","","obbligatoria"
"Generalità Sposa","Provincia di nascita","NO","evento.intestatari[1]","idProvinciaNascita","","obbligatoria"
"Generalità Sposa","Provincia di nascita - Descrizione","NO","evento.intestatari[1]","siglaProvinciaNascita","","obbligatoria"
"Generalità Sposa","Comune di nascita","NO","evento.intestatari[1]","idComuneNascita","","obbligatoria"
"Generalità Sposa","Comune di nascita - Descrizione","NO","evento.intestatari[1]","nomeComuneNascita","","obbligatoria"
"Generalità Sposa","Località estera","NO","evento.intestatari[1]","localitaEsteraNascita","","obbligatoria"
"Generalità Sposa","Nazionalità","SI","evento.intestatari[1]","idNazionalita","","obbligatoria"
"Generalità Sposa","Nazionalità - Descrizione","SI","evento.intestatari[1]","nazionalita","","obbligatoria"
"Generalità Sposa","Comprensione","NO","evento.intestatari[1]","tipoImpedimento","","obbligatoria"
"Generalità Sposa","Residenza non nota","NO","evento.intestatari[1]","flagIrreperibile","","obbligatoria"
"Generalità Sposa","Stato di residenza","NO","evento.intestatari[1]","idStatoResidenza","","obbligatoria"
"Generalità Sposa","Stato di residenza - Descrizione","NO","evento.intestatari[1]","nomeStatoResidenza","","obbligatoria"
"Generalità Sposa","Provincia di residenza","NO","evento.intestatari[1]","idProvinciaResidenza","","obbligatoria"
"Generalità Sposa","Provincia di residenza - Descrizione","NO","evento.intestatari[1]","siglaProvinciaResidenza","","obbligatoria"
"Generalità Sposa","Comune di residenza","NO","evento.intestatari[1]","idComuneResidenza","","obbligatoria"
"Generalità Sposa","Comune di residenza - Descrizione","NO","evento.intestatari[1]","nomeComuneResidenza","","obbligatoria"
"Generalità Sposa","Indirizzo di residenza","NO","evento.intestatari[1]","indirizzoResidenza","","obbligatoria"
"Generalità Sposa","flag dichiarante","SI","evento.intestatari[1]","flagDichiarante","","obbligatoria"
"Generalità Sposa","flag comparente","SI","evento.intestatari[1]","flagComparente","","obbligatoria"
"Generalità Sposa","flag firmatario","SI","evento.intestatari[1]","flagFirmatario","","obbligatoria"
"Generalità Sposa","Provincia AIRE","NO","evento.intestatari[1]","idProvinciaAIRE","","obbligatoria"
"Generalità Sposa","Provincia AIRE - Descrizione","NO","evento.intestatari[1]","siglaProvinciaAIRE","","obbligatoria"
"Generalità Sposa","Comune AIRE","NO","evento.intestatari[1]","idComuneAIRE","","obbligatoria"
"Generalità Sposa","Comune AIRE - Descrizione","NO","evento.intestatari[1]","nomeComuneAIRE","","obbligatoria"
"Atto di Nascita dello sposo","Id atto","NO","evento.datiEventoMatrimonio.attoNascitaSposo","idAnsc","","obbligatoria"
"Atto di Nascita dello sposo","Provincia registrazione","NO","evento.datiEventoMatrimonio.attoNascitaSposo","idProvinciaRegistrazione","","obbligatoria"
"Atto di Nascita dello sposo","Provincia registrazione - Descrizione","NO","evento.datiEventoMatrimonio.attoNascitaSposo","siglaProvinciaRegistrazione","","obbligatoria"
"Atto di Nascita dello sposo","Comune registrazione","NO","evento.datiEventoMatrimonio.attoNascitaSposo","idComuneRegistrazione","","obbligatoria"
"Atto di Nascita dello sposo","Comune registrazione - Descrizione","NO","evento.datiEventoMatrimonio.attoNascitaSposo","nomeComuneRegistrazione","","obbligatoria"
"Atto di Nascita dello sposo","Tipo evento","NO","evento.datiEventoMatrimonio.attoNascitaSposo","idtipocontenuto","","obbligatoria"
"Atto di Nascita dello sposo","Numero Comunale","NO","evento.datiEventoMatrimonio.attoNascitaSposo","numeroatto","","obbligatoria"
"Atto di Nascita dello sposo","Anno atto","NO","evento.datiEventoMatrimonio.attoNascitaSposo","annoAtto","","obbligatoria"
"Atto di Nascita dello sposo","Data atto","NO","evento.datiEventoMatrimonio.attoNascitaSposo","dataformazione","","obbligatoria"
"Atto di Nascita dello sposo","Parte","NO","evento.datiEventoMatrimonio.attoNascitaSposo","parte","","obbligatoria"
"Atto di Nascita dello sposo","Serie","NO","evento.datiEventoMatrimonio.attoNascitaSposo","serie","","obbligatoria"
"Atto di Nascita dello sposo","Volume","NO","evento.datiEventoMatrimonio.attoNascitaSposo","volume","","obbligatoria"
"Atto di Nascita dello sposo","Tipo registro","NO","evento.datiEventoMatrimonio.attoNascitaSposo","tipologia","","obbligatoria"
"Atto di Nascita della sposa","Id atto","NO","evento.datiEventoMatrimonio.attoNascitaSposa","idAnsc","","obbligatoria"
"Atto di Nascita della sposa","Provincia registrazione","NO","evento.datiEventoMatrimonio.attoNascitaSposa","idProvinciaRegistrazione","","obbligatoria"
"Atto di Nascita della sposa","Provincia registrazione - Descrizione","NO","evento.datiEventoMatrimonio.attoNascitaSposa","siglaProvinciaRegistrazione","","obbligatoria"
"Atto di Nascita della sposa","Comune registrazione","NO","evento.datiEventoMatrimonio.attoNascitaSposa","idComuneRegistrazione","","obbligatoria"
"Atto di Nascita della sposa","Comune registrazione - Descrizione","NO","evento.datiEventoMatrimonio.attoNascitaSposa","nomeComuneRegistrazione","","obbligatoria"
"Atto di Nascita della sposa","Tipo evento","NO","evento.datiEventoMatrimonio.attoNascitaSposa","idtipocontenuto","","obbligatoria"
"Atto di Nascita della sposa","Numero Comunale","NO","evento.datiEventoMatrimonio.attoNascitaSposa","numeroatto","","obbligatoria"
"Atto di Nascita della sposa","Anno atto","NO","evento.datiEventoMatrimonio.attoNascitaSposa","annoAtto","","obbligatoria"
"Atto di Nascita della sposa","Data atto","NO","evento.datiEventoMatrimonio.attoNascitaSposa","dataformazione","","obbligatoria"
"Atto di Nascita della sposa","Parte","NO","evento.datiEventoMatrimonio.attoNascitaSposa","parte","","obbligatoria"
"Atto di Nascita della sposa","Serie","NO","evento.datiEventoMatrimonio.attoNascitaSposa","serie","","obbligatoria"
"Atto di Nascita della sposa","Volume","NO","evento.datiEventoMatrimonio.attoNascitaSposa","volume","","obbligatoria"
"Atto di Nascita della sposa","Tipo registro","NO","evento.datiEventoMatrimonio.attoNascitaSposa","tipologia","","obbligatoria"
"Impedimento - Difetto di età","Data formazione documento","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","dataTrascrizione","57","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Estremi documento","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","estremiDocumento","57","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Nome ente","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","nomeEnte","57","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Provincia ente","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","idProvinciaEnte","","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Provincia ente - Descrizione","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","siglaProvinciaEnte","","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Comune ente","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","idComuneEnte","","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Difetto di età","Comune ente - Descrizione","NO","evento.datiEventoMatrimonio.autorizzazioneDifettoEta","nomeComuneEnte","","evento.datiEventoMatrimonio.difettoEta,=,1"
"Impedimento - Parentela","Data formazione documento","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","dataTrascrizione","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Estremi documento","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","estremiDocumento","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Nome ente","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","nomeEnte","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Provincia ente","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","idProvinciaEnte","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Provincia ente - Descrizione","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","siglaProvinciaEnte","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Comune ente","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","idComuneEnte","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Parentela","Comune ente - Descrizione","SI","evento.datiEventoMatrimonio.autorizzazioneParentela","nomeComuneEnte","","evento.datiEventoMatrimonio.impedimentoParentela,=,0"
"Impedimento - Divieto temporaneo","Data formazione documento","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","dataTrascrizione","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Estremi documento","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","estremiDocumento","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Nome ente","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","nomeEnte","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Provincia ente","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","idProvinciaEnte","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Provincia ente - Descrizione","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","siglaProvinciaEnte","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Comune ente","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","idComuneEnte","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Impedimento - Divieto temporaneo","Comune ente - Descrizione","SI","evento.datiEventoMatrimonio.autorizzazioneDivietoTemporaneo","nomeComuneEnte","","evento.datiEventoMatrimonio.divietoTemporaneo,=,false"
"Legge regime patrimoniale","Legge regime patrimoniale","NO","evento.datiEventoMatrimonio.regimePatrimoniale","legge","62-bis","evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,3"
"Regime patrimoniale - Atto Notarile","Nome Notaio","NO","evento.datiEventoMatrimonio.regimePatrimoniale","nomeNotaio","","evento.datiEventoMatrimonio.regimePatrimoniale.attoNotarile,=,false"
"Regime patrimoniale - Atto Notarile","Cognome Notaio","NO","evento.datiEventoMatrimonio.regimePatrimoniale","cognomeNotaio","","evento.datiEventoMatrimonio.regimePatrimoniale.attoNotarile,=,false"
"Regime patrimoniale - Atto Notarile","Distretto Notarile del Notaio","NO","evento.datiEventoMatrimonio.regimePatrimoniale","distrettoNotarile","","evento.datiEventoMatrimonio.regimePatrimoniale.attoNotarile,=,false"
"Regime patrimoniale - Atto Notarile","Data atto notarile della scelta del regime patrimoniale","NO","evento.datiEventoMatrimonio.regimePatrimoniale","dataAttoNotarile","","evento.datiEventoMatrimonio.regimePatrimoniale.attoNotarile,=,false"
"Padre Sposo","Cognome","NO","evento.datiEventoMatrimonio.padreSposo","cognome","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
"Padre Sposo","Nome","SI","evento.datiEventoMatrimonio.padreSposo","nome","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
"Padre Sposo","Identificativo unico nazionale","NO","evento.datiEventoMatrimonio.padreSposo","idANPR","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
"Padre Sposo","Sesso","SI","evento.datiEventoMatrimonio.padreSposo","sesso","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
"Padre Sposo","Formato Data Nascita","NO","evento.datiEventoMatrimonio.padreSposo","idFormatodata","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
"Padre Sposo","Formato Data Nascita - Descrizione","NO","evento.datiEventoMatrimonio.padreSposo","formatodata","","(evento.datiEventoMatrimonio.regimePatrimoniale.tipo,=,2 && evento.datiEventoMatrimonio.difettoEta,in,(1,3)) || evento.datiEventoMatrimonio.regimePatrimoniale.tipo,!=,2 || evento.datiEventoMatrimonio.tipoAssistenteSposo,in,(2,4,5)"
